Winery,Wine name,Wine type,Grapes,Vintage,Region,Country,Tasting notes,Price,Tasting summary,Aromas,url
Peppucci,Giovanni,Red wine,100% Cabernet Sauvignon,2013,Todi,Italy,"Light - Bold: 50.207935%, Smooth - Tannic: 32.046875%, Dry - Sweet: 3.974162500000002%, Soft - Acidic: 37.9374975%",23.36,The taste profile of Peppucci Giovanni is based on 29 user reviews,"{'Dried Fruit': ['dried fruit'], 'Spices': ['pepper'], 'Microbio': ['cheese'], 'Oak': ['butter']}",https://www.vivino.com/FR/en/peppucci-giovanni/w/1791540?price_id=29890212&year=2013
Tempus Alba,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2018,Mendoza,Argentina,"Light - Bold: 56.257635%, Smooth - Tannic: 50.0776825%, Dry - Sweet: 24.954592500000004%, Soft - Acidic: 46.071307499999996%",26,The taste profile of Tempus Alba Cabernet Sauvignon is based on 46 user reviews,"{'Oak': ['vanilla', 'oak', 'chocolate', 'clove'], 'Black Fruit': ['blueberry', 'jam', 'plum', 'olive tapenade'], 'Red Fruit': ['red fruit', 'cherry', 'watermelon'], 'Non Oak': ['toast', 'almond'], 'Earth': ['leather', 'balsamic'], 'Spices': ['pepper'], 'Microbio': ['cheese']}",https://www.vivino.com/FR/en/tempus-alba-cabernet-sauvignon/w/1260136?price_id=31330320&year=2018
Atlas Swift,Shelter Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2020,Paarl,South Africa,"Light - Bold: 72.748035%, Smooth - Tannic: 59.561025%, Dry - Sweet: 4.5137775%, Soft - Acidic: 56.7214525%",22.95,The taste profile of Atlas Swift Shelter Cabernet Sauvignon is based on 15 user reviews,"{'Black Fruit': ['black plum', 'blackberry', 'cassis', 'blackcurrant jam', 'black raspberry', 'blackcurrant'], 'Oak': ['cigar box', 'cedar', 'oak', 'nutmeg'], 'Earth': ['minerals', 'pencil shavings', 'smoke', 'graphite'], 'Floral': ['lilac'], 'Spices': ['eucalyptus', 'cinnamon'], 'Vegetal': ['tomato leaf'], 'Microbio': ['cheese']}",https://www.vivino.com/FR/en/atlas-swift-shelter-cabernet-sauvignon/w/11228155?price_id=34137356&year=2020
Ritterhof,Gratus Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2020,Südtirol - Alto Adige,Italy,"Light - Bold: 58.713849999999994%, Smooth - Tannic: 41.73896250000001%, Dry - Sweet: 8.532127499999998%, Soft - Acidic: 21.992974999999998%",26.6,The taste profile of Ritterhof Gratus Cabernet Sauvignon is based on 15 user reviews,"{'Oak': ['vanilla', 'coffee', 'chocolate', 'mocha'], 'Earth': ['leather'], 'Non Oak': ['toast'], 'Vegetal': ['tomato']}",https://www.vivino.com/FR/en/ritterhof-gratus-cabernet-sauvignon/w/8802812?price_id=35477959&year=2020
Chateau Ste. Michelle,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2019,Columbia Valley,United States,"Light - Bold: 66.716825%, Smooth - Tannic: 60.3299375%, Dry - Sweet: 7.0639575000000026%, Soft - Acidic: 63.98925%",23.41,The taste profile of Chateau Ste. Michelle Cabernet Sauvignon is based on 7500 user reviews,"{'Oak': ['oak', 'vanilla', 'chocolate', 'tobacco', 'cedar', 'butter', 'coffee', 'dark chocolate', 'baking spice', 'clove', 'mocha', 'caramel', 'cigar', 'cola', 'sweet tobacco', 'milk chocolate', 'cigar box', 'coconut', 'espresso', 'nutmeg', 'toffee', 'pipe tobacco', 'dill', 'butterscotch', 'wood smoke', 'fudge', 'buttered popcorn', 'sandalwood'], 'Black Fruit': ['blackberry', 'plum', 'dark fruit', 'black cherry', 'blackcurrant', 'black fruit', 'blueberry', 'cassis', 'jam', 'black plum', 'boysenberry', 'bramble', 'black raspberry', 'ripe blackberry', 'blackberry jam', 'black olive', 'berry sauce', 'berry jam', 'mulberry', 'olive tapenade', 'marionberry', 'grape jam'], 'Red Fruit': ['cherry', 'raspberry', 'red fruit', 'strawberry', 'cranberry', 'red cherry', 'red currant', 'red plum', 'sour cherry', 'bing cherry', 'cherry cola', 'pomegranate', 'maraschino cherry', 'morello cherry', 'cherry syrup', 'ripe strawberry', 'huckleberry'], 'Earth': ['leather', 'earthy', 'smoke', 'cocoa', 'mushroom', 'minerals', 'graphite', 'stone', 'honey', 'pencil shavings', 'forest floor', 'game', 'tar', 'chalk', 'balsamic', 'charcoal', 'iron', 'grilled meat', 'ash', 'salt', 'pencil lead', 'slate', 'flint', 'tobacco leaf', 'wet slate', 'rubber', 'ginger', 'exotic spice', 'new leather', 'forest mushroom', 'beeswax', 'roasted meat', 'wet gravel', 'black truffle', 'truffle', 'potting soil'], 'Spices': ['pepper', 'licorice', 'cinnamon', 'mint', 'anise', 'eucalyptus', 'savory', 'menthol', 'white pepper', 'thyme', 'sage', 'dried herbs', 'black licorice', 'rosemary', 'vanilla bean', 'green herbs', 'bay leaf', 'cracked pepper', 'green peppercorn', 'fennel', 'star anise', 'mace', 'aniseed', 'red licorice', 'marjoram', 'musk'], 'Microbio': ['cheese', 'cream', 'banana', 'toasted bread', 'oil', 'fresh bread', 'cheesy', 'campfire'], 'Tree Fruit': ['apple', 'green apple', 'pear', 'apricot', 'peach', 'stone fruit', 'melon', 'white peach', 'nectarine', 'cantaloupe'], 'Non Oak': ['toast', 'nutty', 'brown sugar', 'almond', 'molasses', 'hazelnut', 'walnut', 'black walnut', 'burnt sugar', 'pecan', 'burnt caramel', 'dried fig', 'graham cracker'], 'Dried Fruit': ['fig', 'raisin', 'prune', 'dried fruit', 'dried mango', 'black raisin', 'dried blackberry'], 'Citrus Fruit': ['citrus', 'lime', 'lemon', 'grapefruit', 'orange', 'orange peel', 'tangerine', 'marmalade', 'lime zest'], 'Vegetal': ['tomato', 'bell pepper', 'grass', 'green bell pepper', 'rhubarb', 'arugula', 'straw', 'asparagus', 'gooseberry', 'celery', 'fresh-cut grass'], 'Floral': ['violet', 'lavender', 'perfume', 'elderflower', 'honeysuckle', 'peony', 'dandelion', 'hibiscus', 'jasmine', 'lilac'], 'Tropical Fruit': ['lychee', 'pineapple', 'bubblegum', 'kiwi', 'fruit cup', 'tropical']}",https://www.vivino.com/FR/en/chateau-ste-michelle-cabernet-sauvignon/w/1110343?price_id=35689198&year=2019
Somerbosch,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2019,Stellenbosch,South Africa,"Light - Bold: 68.73024000000001%, Smooth - Tannic: 66.0279325%, Dry - Sweet: 0, Soft - Acidic: 61.70709000000001%",24.1,The taste profile of Somerbosch Cabernet Sauvignon is based on 53 user reviews,"{'Oak': ['tobacco', 'coffee', 'oak', 'vanilla', 'chocolate', 'clove', 'cedar'], 'Black Fruit': ['plum', 'blueberry', 'dark fruit', 'black fruit'], 'Earth': ['earthy', 'leather', 'graphite', 'mushroom'], 'Spices': ['savory', 'pepper', 'white pepper'], 'Non Oak': ['toast'], 'Vegetal': ['tomato leaf'], 'Red Fruit': ['cherry'], 'Tropical Fruit': ['kiwi']}",https://www.vivino.com/FR/en/somerbosch-cabernet-sauvignon/w/1796302?price_id=35479308&year=2019
Viña Vik Winery,La Piu Belle Rosé,Rosé wine,100% Cabernet Sauvignon,2023,Cachapoal Valley,Chile,"Light - Bold: 40.113119999999995%, Dry - Sweet: 19.811117500000005%, Soft - Acidic: 50.041325%",25.95,The taste profile of Viña Vik Winery La Piu Belle Rosé is based on 365 user reviews,"{'Red Fruit': ['strawberry', 'red fruit', 'raspberry', 'cherry', 'red plum', 'fresh strawberry', 'red currant', 'sour cherry', 'watermelon', 'wild strawberry', 'red cherry'], 'Tree Fruit': ['peach', 'apricot', 'melon', 'stone fruit', 'apple', 'white peach', 'pear'], 'Floral': ['lavender', 'jasmine', 'violet', 'perfume', 'rose petal'], 'Earth': ['minerals', 'stone', 'graphite', 'slate', 'smoke', 'earthy', 'iron', 'honey', 'chalk', 'flint', 'salt', 'leather', 'saline'], 'Citrus Fruit': ['citrus', 'grapefruit', 'lemon', 'citrus zest', 'mandarin orange', 'orange rind', 'orange', 'lime'], 'Tropical Fruit': ['passion fruit', 'tropical', 'guava', 'lychee', 'papaya', 'mango'], 'Oak': ['vanilla', 'oak', 'butter', 'nutmeg'], 'Microbio': ['oil', 'cheese', 'yeast', 'cream', 'banana'], 'Black Fruit': ['plum', 'blackcurrant', 'blackberry', 'black cherry'], 'Spices': ['pepper', 'thyme', 'licorice', 'mint'], 'Non Oak': ['almond', 'toast'], 'Vegetal': ['grass']}",https://www.vivino.com/FR/en/vina-vik-winery-la-piu-belle-rose/w/6897394?price_id=35972873&year=2023
Casa di Grazia,Vi Veri Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2020,Sicilia,Italy,"Light - Bold: 75.08845%, Smooth - Tannic: 45.4799575%, Dry - Sweet: 27.327834999999993%, Soft - Acidic: 30%",25.5,The taste profile of Casa di Grazia Vi Veri Cabernet Sauvignon is based on 16 user reviews,{},https://www.vivino.com/FR/en/casa-di-grazia-vi-veri-cabernet-sauvignon/w/7071828?price_id=35480871&year=2020
Two Hands,Sexy Beast Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2019,McLaren Vale,Australia,"Light - Bold: 68.07320000000001%, Smooth - Tannic: 56.552147500000004%, Dry - Sweet: 11.226945%, Soft - Acidic: 54.6584175%",24.95,The taste profile of Two Hands Sexy Beast Cabernet Sauvignon is based on 2717 user reviews,"{'Black Fruit': ['blackberry', 'plum', 'blackcurrant', 'black fruit', 'dark fruit', 'cassis', 'black cherry', 'blueberry', 'jam', 'black plum', 'bramble', 'blackberry jam', 'ripe blackberry', 'mulberry', 'berry jam', 'blackcurrant jam', 'spiced plum', 'kalamata olive', 'black olive', 'bilberry', 'black raspberry', 'grape jam', 'boysenberry'], 'Oak': ['oak', 'chocolate', 'tobacco', 'vanilla', 'dark chocolate', 'cedar', 'clove', 'coffee', 'mocha', 'cigar', 'baking spice', 'cigar box', 'butter', 'nutmeg', 'caramel', 'coconut', 'espresso', 'milk chocolate', 'allspice', 'sweet tobacco', 'pastry', 'cola', 'incense', 'camphor'], 'Earth': ['leather', 'earthy', 'smoke', 'cocoa', 'minerals', 'graphite', 'ash', 'balsamic', 'tobacco leaf', 'tar', 'iron', 'mushroom', 'pencil shavings', 'stone', 'slate', 'plastic', 'forest floor', 'game', 'chalk', 'salt', 'barbecue meat', 'ginger', 'crushed rocks', 'tree bark', 'honey', 'pencil lead'], 'Red Fruit': ['cherry', 'raspberry', 'red fruit', 'strawberry', 'cranberry', 'red cherry', 'red currant', 'sour cherry', 'red plum', 'morello cherry', 'pomegranate', 'watermelon'], 'Spices': ['pepper', 'mint', 'eucalyptus', 'licorice', 'white pepper', 'menthol', 'savory', 'cinnamon', 'anise', 'juniper', 'bay leaf', 'thyme', 'black licorice', 'sage', 'dried herbs', 'oregano', 'jalapeno', 'aniseed', 'tarragon'], 'Dried Fruit': ['prune', 'fig', 'raisin', 'dried cranberry', 'black raisin'], 'Floral': ['violet', 'lavender', 'perfume', 'rose petal', 'jasmine', 'dandelion', 'lily', 'lilac', 'iris'], 'Vegetal': ['bell pepper', 'grass', 'tomato', 'asparagus', 'green bell pepper', 'rhubarb', 'sun-dried tomato', 'hay', 'arugula'], 'Microbio': ['cheese', 'cream', 'oil', 'yeast', 'bread yeast', 'banana'], 'Non Oak': ['toast', 'chestnut', 'molasses', 'nutty', 'almond', 'walnut', 'pecan', 'dried fig', 'hazelnut'], 'Citrus Fruit': ['orange', 'lemon', 'citrus zest', 'lime', 'grapefruit', 'blood orange'], 'Tree Fruit': ['apple', 'apricot', 'peach', 'melon'], 'Tropical Fruit': ['tropical', 'tamarind']}",https://www.vivino.com/FR/en/two-hands-sexy-beast-cabernet-sauvignon/w/1208743?price_id=36600871&year=2019
Petra,Potenti Toscana (Suvereto),Red wine,100% Cabernet Sauvignon,2022,Toscana,Italy,"Light - Bold: 56.01804250000001%, Smooth - Tannic: 45.718394999999994%, Dry - Sweet: 11.621759999999998%, Soft - Acidic: 48.909240000000004%",25.3,The taste profile of Petra Potenti Toscana (Suvereto) is based on 378 user reviews,"{'Oak': ['oak', 'vanilla', 'chocolate', 'tobacco', 'coffee', 'dark chocolate', 'cedar', 'clove', 'espresso', 'caramel', 'coconut', 'incense', 'sandalwood', 'butter', 'baking spice'], 'Black Fruit': ['black fruit', 'blackberry', 'blackcurrant', 'plum', 'blueberry', 'black cherry', 'jam', 'cassis', 'dark fruit', 'black plum', 'blackberry jam', 'boysenberry', 'black olive'], 'Earth': ['leather', 'earthy', 'balsamic', 'mushroom', 'smoke', 'forest floor', 'minerals', 'truffle', 'graphite', 'exotic spice', 'tobacco leaf', 'pencil lead', 'stone', 'cocoa', 'iron', 'wax'], 'Spices': ['pepper', 'eucalyptus', 'licorice', 'mint', 'sage', 'dried herbs', 'cinnamon', 'bay leaf', 'menthol', 'thyme', '5-spice powder', 'star anise'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'red currant', 'strawberry', 'red cherry'], 'Dried Fruit': ['raisin', 'prune', 'dried cranberry'], 'Microbio': ['oil', 'cream'], 'Vegetal': ['hay', 'bitter almond', 'green bell pepper'], 'Floral': ['violet'], 'Non Oak': ['toast', 'walnut'], 'Citrus Fruit': ['citrus', 'lemon']}",https://www.vivino.com/FR/en/petra-potenti-toscana-suvereto/w/1445449?price_id=37202753&year=2022
Audacia,Rooibos Wooded Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2021,Stellenbosch,South Africa,"Light - Bold: 77.96024999999999%, Smooth - Tannic: 65.95107250000001%, Dry - Sweet: 10.691892500000002%, Soft - Acidic: 57.0152875%",23.73,The taste profile of Audacia Rooibos Wooded Cabernet Sauvignon is based on 59 user reviews,"{'Spices': ['rooibos', 'mint'], 'Black Fruit': ['black cherry', 'jam', 'plum', 'blueberry', 'mulberry', 'blackcurrant', 'dark fruit'], 'Oak': ['toffee', 'vanilla', 'oak', 'clove', 'cola'], 'Earth': ['honey', 'game'], 'Red Fruit': ['cherry', 'red fruit'], 'Microbio': ['cream'], 'Citrus Fruit': ['grapefruit']}",https://www.vivino.com/FR/en/za-audacia-rooibos-wooded-cabernet-sauvignon/w/3564277?price_id=36876955&year=2021
Longariva,Quartella  Cabernet Vigneti delle Dolomiti Riserva,Red wine,100% Cabernet Sauvignon,2019,Vigneti delle Dolomiti,Italy,"Light - Bold: 65.15116%, Smooth - Tannic: 39.525459999999995%, Dry - Sweet: 20.795607499999996%, Soft - Acidic: 28.5009%",24.01,The taste profile of Longariva Quartella  Cabernet Vigneti delle Dolomiti Riserva is based on 37 user reviews,"{'Oak': ['vanilla', 'dark chocolate'], 'Black Fruit': ['blackcurrant', 'blackberry jam', 'dark fruit'], 'Earth': ['cocoa', 'earthy'], 'Red Fruit': ['cherry', 'red cherry'], 'Microbio': ['cheese'], 'Spices': ['pepper']}",https://www.vivino.com/FR/en/longariva-quartella-vigneti-delle-dolomiti-cabernet-riserva/w/1540912?price_id=34914581&year=2019
Brancaia,No 2,Red wine,100% Cabernet Sauvignon,2022,Maremma Toscana,Italy,"Light - Bold: 54.570325000000004%, Smooth - Tannic: 43.699145%, Dry - Sweet: 1.9767174999999977%, Soft - Acidic: 51.974329999999995%",23.8,The taste profile of Brancaia No 2 is based on 203 user reviews,"{'Oak': ['oak', 'tobacco', 'vanilla', 'chocolate', 'cedar', 'cigar box', 'coffee', 'butter', 'clove', 'espresso', 'cigar'], 'Black Fruit': ['blackberry', 'blueberry', 'black fruit', 'cassis', 'blackcurrant', 'plum', 'blackcurrant jam', 'black cherry'], 'Earth': ['leather', 'earthy', 'forest floor', 'mushroom', 'smoke', 'cocoa', 'barbecue meat', 'charcoal', 'tar', 'potting soil', 'game', 'minerals', 'crushed rocks'], 'Red Fruit': ['cherry', 'red fruit', 'sour cherry', 'red currant', 'raspberry', 'cranberry', 'pomegranate', 'strawberry', 'red plum'], 'Spices': ['licorice', 'dried herbs', 'mint', 'eucalyptus', 'savory', 'white pepper', 'pepper'], 'Vegetal': ['grass', 'bell pepper'], 'Non Oak': ['nutty'], 'Floral': ['perfume'], 'Citrus Fruit': ['orange peel']}",https://www.vivino.com/FR/en/brancaia-no-2/w/9337810?price_id=37303531&year=2022
Château Giscours,Le Rosé x Giscours,Rosé wine,100% Cabernet Sauvignon,2023,Bordeaux,France,"Light - Bold: 43.539742499999996%, Dry - Sweet: 19.001925000000004%, Soft - Acidic: 78.837175%",26.4,The taste profile of Château Giscours Le Rosé x Giscours is based on 80 user reviews,"{'Red Fruit': ['strawberry', 'cherry', 'raspberry', 'red fruit', 'red cherry', 'watermelon', 'cranberry', 'pomegranate'], 'Citrus Fruit': ['citrus', 'grapefruit', 'orange', 'orange peel', 'lemon', 'lemon zest'], 'Tree Fruit': ['peach', 'apple', 'pear', 'green apple'], 'Earth': ['minerals', 'leather', 'tar', 'earthy'], 'Spices': ['cinnamon', 'pepper', 'licorice'], 'Oak': ['vanilla', 'cedar', 'butter'], 'Vegetal': ['hay', 'grass', 'bell pepper'], 'Floral': ['rose petal', 'orange blossom', 'honeysuckle'], 'Dried Fruit': ['prune', 'fig'], 'Black Fruit': ['bramble'], 'Microbio': ['cheese'], 'Tropical Fruit': ['pineapple']}",https://www.vivino.com/FR/en/chateau-giscours-le-rose-x-giscours/w/1129677?price_id=35504450&year=2023
Bodega Norton,Reserva Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2021,Lujan de Cuyo,Argentina,"Light - Bold: 64.49427%, Smooth - Tannic: 57.444267499999995%, Dry - Sweet: 13.0065275%, Soft - Acidic: 45.68273249999999%",24.16,The taste profile of Bodega Norton Reserva Cabernet Sauvignon is based on 271 user reviews,"{'Oak': ['oak', 'chocolate', 'vanilla', 'tobacco', 'mocha', 'dark chocolate', 'cedar', 'caramel', 'coffee', 'baking spice', 'cigar'], 'Black Fruit': ['blackberry', 'plum', 'dark fruit', 'blackcurrant', 'black cherry', 'blueberry', 'cassis', 'black fruit', 'jam', 'black raspberry'], 'Earth': ['earthy', 'cocoa', 'leather', 'smoke', 'stone', 'minerals', 'game'], 'Red Fruit': ['cherry', 'raspberry', 'strawberry', 'red fruit', 'cranberry', 'red currant'], 'Spices': ['pepper', 'licorice', 'savory', 'anise', 'fennel', 'mint'], 'Dried Fruit': ['prune', 'dried blackberry'], 'Microbio': ['cheese', 'cream'], 'Vegetal': ['bell pepper', 'red bell pepper'], 'Floral': ['perfume', 'violet'], 'Non Oak': ['walnut', 'toast'], 'Tree Fruit': ['apple', 'stone fruit']}",https://www.vivino.com/FR/en/bodega-norton-reserva-cabernet-sauvignon/w/3295?price_id=34850244&year=2021
Wente Vineyards,Wetmore Vineyard Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2020,Livermore Valley,United States,"Light - Bold: 85%, Smooth - Tannic: 50.708325%, Dry - Sweet: 8.923749999999998%, Soft - Acidic: 42.92389000000001%",22.8,The taste profile of Wente Vineyards Wetmore Vineyard Cabernet Sauvignon is based on 2120 user reviews,"{'Oak': ['oak', 'chocolate', 'vanilla', 'tobacco', 'dark chocolate', 'coffee', 'cedar', 'mocha', 'baking spice', 'butter', 'caramel', 'coconut', 'clove', 'pipe tobacco', 'cola', 'nutmeg', 'toffee', 'cigar', 'espresso', 'allspice', 'cigar box', 'milk chocolate'], 'Black Fruit': ['blackberry', 'plum', 'black cherry', 'dark fruit', 'blackcurrant', 'cassis', 'black fruit', 'blueberry', 'jam', 'blackcurrant jam', 'black raspberry', 'bramble', 'blackberry jam', 'ripe blackberry', 'black plum', 'boysenberry', 'sour plum', 'berry jam', 'black olive', 'grape jam'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'strawberry', 'cranberry', 'red cherry', 'pomegranate', 'red currant', 'sour cherry', 'cherry cola', 'ripe strawberry', 'red plum', 'bing cherry'], 'Earth': ['leather', 'earthy', 'smoke', 'cocoa', 'graphite', 'minerals', 'stone', 'game', 'slate', 'tar', 'balsamic', 'ash', 'mushroom', 'ginger', 'tobacco leaf', 'honey', 'salt', 'pencil shavings', 'forest floor', 'rubber', 'wax'], 'Spices': ['pepper', 'licorice', 'cinnamon', 'mint', 'anise', 'savory', 'menthol', 'dried herbs', 'eucalyptus', 'sage', 'fennel', 'bay leaf', 'vanilla bean', 'red licorice', 'oregano', 'pink peppercorn', 'white pepper'], 'Microbio': ['cheese', 'cream', 'yeast'], 'Dried Fruit': ['prune', 'dried fruit', 'fig', 'raisin', 'dried apricot'], 'Floral': ['violet', 'lavender', 'honeysuckle'], 'Tree Fruit': ['apple', 'melon', 'stone fruit', 'green apple', 'nectarine'], 'Vegetal': ['tomato', 'grass', 'green bell pepper', 'chard', 'asparagus'], 'Non Oak': ['nutty', 'toast', 'molasses', 'graham cracker', 'brown sugar', 'biscuit'], 'Citrus Fruit': ['marmalade', 'citrus', 'orange', 'citrus zest']}",https://www.vivino.com/FR/en/wente-vineyards-wetmore-vineyard-cabernet-sauvignon/w/1732398?price_id=35450258&year=2020
Banfi,Aska Bolgheri,Red wine,100% Cabernet Sauvignon,2021,Bolgheri,Italy,"Light - Bold: 62.915980000000005%, Smooth - Tannic: 63.949267500000005%, Dry - Sweet: 4.7646225%, Soft - Acidic: 53.58662%",24.8,The taste profile of Banfi Aska Bolgheri is based on 1524 user reviews,"{'Black Fruit': ['plum', 'blackberry', 'blueberry', 'dark fruit', 'black cherry', 'blackcurrant', 'black fruit', 'cassis', 'jam', 'black plum', 'blackberry jam', 'black olive', 'bramble', 'ripe blackberry', 'olive tapenade'], 'Oak': ['oak', 'tobacco', 'chocolate', 'vanilla', 'cedar', 'coffee', 'clove', 'mocha', 'cola', 'baking spice', 'sweet tobacco', 'cigar', 'dark chocolate', 'cigar box', 'butterscotch', 'milk chocolate', 'brown butter', 'hickory', 'sandalwood', 'pie crust', 'caramel', 'toffee', 'butter', 'pipe tobacco', 'nutmeg'], 'Earth': ['leather', 'earthy', 'smoke', 'cocoa', 'minerals', 'mushroom', 'pencil shavings', 'game', 'forest floor', 'tar', 'balsamic', 'truffle', 'underbrush', 'ash', 'barbecue meat', 'clay pot', 'graphite', 'stone', 'potting soil', 'plastic', 'kerosene', 'charcoal', 'tobacco leaf', 'black truffle', 'chalk', 'new leather'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'strawberry', 'red cherry', 'cranberry', 'red currant', 'sour cherry', 'ripe strawberry', 'red plum'], 'Spices': ['pepper', 'licorice', 'cinnamon', 'mint', 'white pepper', 'anise', 'sage', 'eucalyptus', 'thyme', 'coriander', 'star anise', 'fennel', 'menthol', 'rosemary', 'dried rosemary', 'musk', 'jalapeno', 'savory', 'aniseed', 'vanilla bean', 'cracked pepper'], 'Microbio': ['cheese', 'cream', 'campfire', 'oil', 'yogurt', 'toasted bread'], 'Floral': ['violet', 'lavender', 'dried rose', 'orange blossom', 'lily'], 'Non Oak': ['toast', 'biscuit', 'dried fig', 'brown sugar'], 'Dried Fruit': ['fig', 'prune', 'dried fruit', 'fruitcake'], 'Vegetal': ['tomato', 'grass', 'chard'], 'Citrus Fruit': ['citrus', 'blood orange', 'orange'], 'Tree Fruit': ['apple', 'stone fruit']}",https://www.vivino.com/FR/en/banfi-aska-bolgheri/w/1524591?price_id=35479900&year=2021
